order_id,shop_id,user_id,order_amount,total_items,payment_method,created_at,shoe_price
1191,1,734,316,2,debit,03/03/2017 3:40,158
1192,64,875,133,1,cash,19/03/2017 1:50,133
1193,89,838,196,1,credit_card,11/03/2017 18:04,196
1194,78,944,25725,1,debit,16/03/2017 16:38,25725
1195,12,950,201,1,debit,07/03/2017 16:21,201
1196,56,800,234,2,debit,11/03/2017 21:47,117
1197,88,837,176,1,debit,22/03/2017 3:54,176
1198,3,998,296,2,debit,27/03/2017 16:50,148
1199,22,802,438,3,cash,11/03/2017 1:36,146
1200,45,880,142,1,cash,20/03/2017 21:59,142
1201,77,992,312,2,credit_card,24/03/2017 15:38,156
1202,4,929,384,3,debit,30/03/2017 14:58,128
1203,18,914,312,2,credit_card,01/03/2017 21:04,156
1204,54,792,133,1,debit,02/03/2017 8:48,133
1205,78,970,25725,1,credit_card,17/03/2017 22:32,25725
1206,83,891,258,2,cash,23/03/2017 4:06,129
1207,12,721,402,2,debit,19/03/2017 13:15,201
1208,77,944,156,1,credit_card,09/03/2017 4:14,156
1209,99,815,585,3,debit,04/03/2017 13:48,195
1210,10,897,444,3,credit_card,25/03/2017 14:09,148
1211,100,765,111,1,debit,30/03/2017 8:31,111
1212,75,859,256,2,cash,13/03/2017 19:33,128
1213,10,836,444,3,credit_card,02/03/2017 17:32,148
1214,68,882,272,2,debit,29/03/2017 14:18,136
1215,7,793,224,2,debit,30/03/2017 1:57,112
1216,14,765,116,1,debit,24/03/2017 4:56,116
1217,85,703,344,2,credit_card,06/03/2017 3:21,172
1218,82,759,708,4,debit,01/03/2017 5:38,177
1219,41,834,236,2,credit_card,14/03/2017 23:07,118
1220,22,756,438,3,credit_card,13/03/2017 20:34,146
1221,32,778,101,1,credit_card,10/03/2017 6:00,101
1222,64,733,133,1,credit_card,16/03/2017 9:11,133
1223,67,767,131,1,credit_card,25/03/2017 16:02,131
1224,22,905,292,2,cash,13/03/2017 11:46,146
1225,57,891,294,2,credit_card,17/03/2017 1:07,147
1226,48,784,234,2,credit_card,27/03/2017 16:28,117
1227,84,947,153,1,debit,29/03/2017 4:07,153
1228,44,921,288,2,credit_card,28/03/2017 13:44,144
1229,2,921,94,1,cash,10/03/2017 23:37,94
1230,37,802,284,2,debit,30/03/2017 19:29,142
1231,25,873,130,1,debit,21/03/2017 15:08,130
1232,54,723,133,1,debit,28/03/2017 4:39,133
1233,66,981,161,1,cash,30/03/2017 17:30,161
1234,68,931,272,2,debit,07/03/2017 3:41,136
1235,36,993,260,2,debit,26/03/2017 8:42,130
1236,25,823,130,1,debit,28/03/2017 5:12,130
1237,23,803,156,1,cash,08/03/2017 4:19,156
1238,14,972,348,3,debit,05/03/2017 9:50,116
1239,64,917,266,2,debit,14/03/2017 14:15,133
1240,71,985,328,2,credit_card,09/03/2017 12:53,164
1241,20,953,127,1,cash,24/03/2017 10:12,127
1242,82,723,354,2,credit_card,22/03/2017 1:05,177
1243,71,938,164,1,debit,30/03/2017 4:50,164
1244,94,920,134,1,cash,09/03/2017 10:46,134
1245,23,999,312,2,debit,17/03/2017 11:37,156
1246,16,762,156,1,cash,15/03/2017 9:00,156
1247,10,763,296,2,debit,26/03/2017 8:47,148
1248,89,722,196,1,cash,29/03/2017 5:07,196
1249,76,883,155,1,cash,25/03/2017 2:01,155
1250,24,861,420,3,debit,06/03/2017 23:01,140
1251,50,959,386,2,cash,30/03/2017 19:44,193
1252,95,995,504,3,cash,26/03/2017 2:36,168
1253,52,784,146,1,cash,26/03/2017 6:08,146
1254,68,930,272,2,debit,15/03/2017 20:51,136
1255,11,753,368,2,cash,04/03/2017 19:53,184
1256,95,972,168,1,cash,04/03/2017 1:25,168
1257,6,942,935,5,credit_card,12/03/2017 19:49,187
1258,70,934,173,1,credit_card,07/03/2017 13:25,173
1259,38,725,190,1,debit,15/03/2017 9:57,190
1260,78,775,77175,3,credit_card,27/03/2017 9:27,25725
1261,69,819,262,2,credit_card,01/03/2017 8:23,131
1262,73,791,330,2,debit,25/03/2017 17:44,165
1263,5,791,142,1,credit_card,03/03/2017 4:12,142
1264,56,941,234,2,debit,21/03/2017 12:02,117
1265,57,715,294,2,debit,01/03/2017 2:31,147
1266,30,971,153,1,credit_card,02/03/2017 10:05,153
1267,22,718,146,1,cash,11/03/2017 10:34,146
1268,80,798,290,2,credit_card,01/03/2017 0:19,145
1269,59,771,356,2,debit,11/03/2017 12:45,178
1270,67,992,524,4,credit_card,12/03/2017 11:43,131
1271,57,743,294,2,cash,01/03/2017 5:37,147
1272,36,824,260,2,cash,05/03/2017 8:29,130
1273,99,977,195,1,credit_card,03/03/2017 20:19,195
1274,20,809,254,2,debit,20/03/2017 0:14,127
1275,32,861,101,1,credit_card,26/03/2017 4:34,101
1276,54,946,133,1,debit,04/03/2017 16:36,133
1277,2,818,94,1,credit_card,09/03/2017 3:36,94
1278,70,714,173,1,cash,18/03/2017 6:53,173
1279,70,766,346,2,credit_card,15/03/2017 20:05,173
1280,92,871,180,2,cash,26/03/2017 16:56,90
1281,57,980,147,1,credit_card,04/03/2017 19:29,147
1282,82,871,177,1,cash,26/03/2017 23:37,177
1283,99,936,195,1,debit,07/03/2017 20:24,195
1284,32,909,202,2,debit,01/03/2017 21:33,101
1285,98,981,266,2,cash,27/03/2017 10:59,133
1286,88,941,528,3,cash,28/03/2017 19:23,176
1287,91,774,160,1,debit,20/03/2017 1:49,160
1288,93,959,114,1,cash,07/03/2017 2:17,114
1289,32,901,101,1,cash,27/03/2017 17:51,101
1290,63,895,272,2,cash,22/03/2017 23:13,136
1291,1,711,316,2,cash,07/03/2017 20:01,158
1292,18,945,468,3,credit_card,13/03/2017 14:18,156
1293,81,727,177,1,cash,16/03/2017 7:46,177
1294,29,993,326,2,credit_card,01/03/2017 16:56,163
1295,96,991,153,1,credit_card,06/03/2017 12:44,153
1296,15,983,153,1,debit,16/03/2017 23:41,153
1297,19,707,163,1,credit_card,29/03/2017 23:20,163
1298,62,852,160,1,debit,06/03/2017 7:33,160
1299,31,858,516,4,cash,01/03/2017 6:17,129
1300,81,965,354,2,credit_card,09/03/2017 23:25,177
1301,14,743,116,1,debit,22/03/2017 19:05,116
1302,73,873,165,1,debit,08/03/2017 17:51,165
1303,30,948,459,3,debit,12/03/2017 7:04,153
1304,39,783,268,2,cash,13/03/2017 6:40,134
1305,51,931,187,1,debit,12/03/2017 10:37,187
1306,76,987,465,3,cash,30/03/2017 6:51,155
1307,52,809,584,4,cash,22/03/2017 17:40,146
1308,85,957,344,2,cash,16/03/2017 3:39,172
1309,24,940,420,3,credit_card,24/03/2017 0:53,140
1310,23,940,312,2,debit,08/03/2017 2:51,156
1311,72,894,160,1,debit,18/03/2017 8:35,160
1312,66,984,322,2,credit_card,25/03/2017 8:32,161
1313,82,927,531,3,credit_card,20/03/2017 8:32,177
1314,29,827,163,1,cash,25/03/2017 17:39,163
1315,89,741,588,3,cash,19/03/2017 11:00,196
1316,86,763,260,2,cash,06/03/2017 1:32,130
1317,80,968,145,1,debit,02/03/2017 7:51,145
1318,18,852,312,2,cash,23/03/2017 8:41,156
1319,94,958,402,3,cash,09/03/2017 19:36,134
1320,49,763,258,2,debit,05/03/2017 22:21,129
1321,6,871,187,1,cash,28/03/2017 14:52,187
1322,53,971,224,2,cash,22/03/2017 18:23,112
1323,48,767,351,3,cash,14/03/2017 4:11,117
1324,91,788,320,2,credit_card,29/03/2017 11:22,160
1325,14,838,116,1,cash,13/03/2017 8:08,116
1326,61,835,316,2,credit_card,14/03/2017 6:57,158
1327,9,944,354,3,credit_card,17/03/2017 15:46,118
1328,11,716,368,2,cash,29/03/2017 17:56,184
1329,26,736,704,4,debit,05/03/2017 23:22,176
1330,27,709,338,2,debit,19/03/2017 2:42,169
1331,97,706,162,1,cash,18/03/2017 22:24,162
1332,13,788,320,2,credit_card,10/03/2017 6:28,160
1333,19,829,163,1,cash,13/03/2017 1:42,163
1334,79,844,181,1,credit_card,07/03/2017 3:19,181
1335,13,764,160,1,cash,17/03/2017 14:42,160
1336,34,733,244,2,cash,22/03/2017 17:32,122
1337,54,811,133,1,cash,24/03/2017 20:50,133
1338,62,705,480,3,debit,18/03/2017 7:30,160
1339,87,777,149,1,cash,17/03/2017 2:43,149
1340,83,747,387,3,cash,24/03/2017 15:13,129
1341,32,808,202,2,credit_card,01/03/2017 14:33,101
1342,32,967,202,2,cash,09/03/2017 14:53,101
1343,84,821,459,3,debit,18/03/2017 6:35,153
1344,39,953,402,3,credit_card,08/03/2017 20:11,134
1345,33,897,519,3,cash,07/03/2017 21:57,173
1346,69,914,262,2,credit_card,26/03/2017 11:50,131
1347,100,764,444,4,cash,20/03/2017 1:51,111
1348,86,943,130,1,credit_card,09/03/2017 22:27,130
1349,13,784,480,3,credit_card,23/03/2017 4:41,160
1350,59,761,356,2,cash,04/03/2017 23:12,178
1351,59,843,178,1,cash,02/03/2017 3:12,178
1352,72,757,320,2,cash,15/03/2017 15:38,160
1353,86,716,390,3,debit,15/03/2017 23:17,130
1354,50,700,579,3,cash,07/03/2017 18:00,193
1355,83,755,129,1,debit,29/03/2017 0:02,129
1356,20,980,381,3,cash,17/03/2017 12:30,127
1357,22,770,292,2,cash,19/03/2017 17:50,146
1358,33,848,519,3,cash,29/03/2017 23:33,173
1359,3,728,148,1,cash,16/03/2017 10:51,148
1360,67,872,131,1,cash,03/03/2017 12:26,131
1361,27,920,338,2,credit_card,26/03/2017 12:23,169
1362,38,846,570,3,cash,21/03/2017 19:25,190
1363,42,607,704000,2000,credit_card,15/03/2017 4:00,352
1364,88,942,176,1,credit_card,18/03/2017 13:52,176
1365,42,797,1760,5,cash,10/03/2017 6:28,352
1366,20,790,254,2,debit,08/03/2017 0:05,127
1367,59,977,178,1,cash,07/03/2017 20:41,178
1368,42,926,1408,4,cash,13/03/2017 2:38,352
1369,97,943,486,3,credit_card,01/03/2017 13:31,162
1370,66,979,161,1,cash,27/03/2017 12:37,161
1371,97,919,162,1,credit_card,02/03/2017 18:31,162
1372,72,707,480,3,cash,05/03/2017 1:01,160
1373,83,884,129,1,debit,02/03/2017 9:41,129
1374,65,880,308,2,debit,21/03/2017 4:44,154
1375,97,789,486,3,cash,11/03/2017 4:54,162
1376,71,924,328,2,credit_card,02/03/2017 21:04,164
1377,53,778,112,1,debit,14/03/2017 12:39,112
1378,1,889,158,1,debit,27/03/2017 19:10,158
1379,17,852,528,3,credit_card,05/03/2017 23:15,176
1380,53,913,112,1,credit_card,19/03/2017 2:56,112
1381,49,967,129,1,cash,06/03/2017 20:21,129
1382,8,996,132,1,cash,23/03/2017 17:01,132
1383,69,751,262,2,debit,07/03/2017 17:18,131
1384,27,819,338,2,credit_card,16/03/2017 22:02,169
1385,78,867,25725,1,cash,17/03/2017 16:38,25725
1386,5,863,568,4,credit_card,26/03/2017 22:26,142
1387,38,981,190,1,credit_card,02/03/2017 7:24,190
1388,97,969,162,1,credit_card,29/03/2017 23:52,162
1389,63,738,272,2,debit,27/03/2017 20:49,136
1390,56,868,234,2,cash,27/03/2017 7:34,117
1391,15,935,153,1,credit_card,02/03/2017 3:23,153
1392,62,811,480,3,credit_card,19/03/2017 9:48,160
1393,32,867,101,1,cash,29/03/2017 21:58,101
1394,84,858,306,2,debit,20/03/2017 2:54,153
1395,44,810,144,1,credit_card,15/03/2017 4:33,144
1396,80,945,435,3,debit,10/03/2017 8:02,145
1397,65,853,308,2,cash,02/03/2017 19:32,154
1398,52,874,146,1,debit,08/03/2017 16:47,146
1399,86,749,130,1,debit,21/03/2017 2:41,130
1400,67,886,262,2,credit_card,10/03/2017 10:37,131
1401,30,981,153,1,cash,24/03/2017 8:29,153
1402,36,705,260,2,debit,16/03/2017 4:34,130
1403,9,790,118,1,debit,01/03/2017 21:55,118
1404,41,845,236,2,debit,07/03/2017 2:05,118
1405,93,998,114,1,credit_card,17/03/2017 16:52,114
1406,70,844,346,2,credit_card,11/03/2017 8:39,173
1407,17,985,704,4,credit_card,05/03/2017 16:07,176
1408,7,915,112,1,credit_card,16/03/2017 23:00,112
1409,16,807,156,1,cash,07/03/2017 4:04,156
1410,100,972,444,4,credit_card,21/03/2017 13:33,111
1411,97,832,162,1,debit,13/03/2017 4:40,162
1412,50,905,386,2,cash,14/03/2017 0:45,193
1413,93,818,114,1,cash,10/03/2017 10:30,114
1414,9,967,118,1,cash,06/03/2017 20:46,118
1415,60,923,177,1,credit_card,11/03/2017 3:40,177
1416,80,911,290,2,debit,09/03/2017 2:49,145
1417,4,718,384,3,credit_card,21/03/2017 8:11,128
1418,89,874,588,3,cash,04/03/2017 11:07,196
1419,24,971,420,3,credit_card,12/03/2017 21:57,140
1420,78,912,25725,1,cash,30/03/2017 12:23,25725
1421,5,894,284,2,cash,26/03/2017 9:38,142
1422,77,975,312,2,debit,13/03/2017 16:38,156
1423,30,965,306,2,debit,12/03/2017 1:53,153
1424,41,793,118,1,cash,08/03/2017 2:13,118
1425,61,744,316,2,cash,15/03/2017 10:49,158
1426,98,740,133,1,cash,16/03/2017 22:21,133
1427,53,942,336,3,credit_card,11/03/2017 22:00,112
1428,58,965,552,4,credit_card,18/03/2017 9:57,138
1429,15,784,459,3,credit_card,28/03/2017 20:31,153
1430,30,812,459,3,credit_card,29/03/2017 3:23,153
1431,7,830,112,1,debit,25/03/2017 16:08,112
1432,19,882,326,2,credit_card,28/03/2017 3:45,163
1433,81,879,354,2,cash,02/03/2017 9:22,177
1434,15,966,306,2,credit_card,27/03/2017 20:46,153
1435,23,861,312,2,cash,27/03/2017 23:03,156
1436,96,743,459,3,cash,23/03/2017 2:21,153
1437,42,607,704000,2000,credit_card,11/03/2017 4:00,352
1438,5,872,284,2,debit,09/03/2017 8:30,142
1439,50,728,386,2,credit_card,09/03/2017 8:16,193
1440,37,736,426,3,credit_card,30/03/2017 19:53,142
1441,69,768,262,2,cash,19/03/2017 2:56,131
1442,39,723,134,1,debit,01/03/2017 0:26,134
1443,47,822,290,2,debit,30/03/2017 15:08,145
1444,51,780,561,3,cash,12/03/2017 23:18,187
1445,23,916,156,1,credit_card,08/03/2017 16:03,156
1446,3,871,148,1,debit,03/03/2017 6:00,148
1447,48,806,351,3,debit,23/03/2017 19:16,117
1448,20,728,127,1,credit_card,29/03/2017 12:17,127
1449,27,913,338,2,credit_card,27/03/2017 21:41,169
1450,40,905,322,2,debit,16/03/2017 14:12,161
1451,66,894,161,1,cash,10/03/2017 10:44,161
1452,57,756,294,2,credit_card,10/03/2017 2:19,147
1453,78,812,25725,1,credit_card,17/03/2017 18:09,25725
1454,6,967,561,3,credit_card,03/03/2017 9:20,187
1455,2,978,94,1,credit_card,07/03/2017 23:04,94
1456,62,821,640,4,credit_card,11/03/2017 5:54,160
1457,20,935,254,2,cash,09/03/2017 8:26,127
1458,79,890,181,1,credit_card,07/03/2017 15:01,181
1459,94,779,134,1,debit,09/03/2017 19:36,134
1460,23,761,468,3,debit,10/03/2017 3:31,156
1461,70,954,173,1,cash,28/03/2017 0:22,173
1462,27,876,169,1,credit_card,16/03/2017 21:38,169
1463,7,791,224,2,debit,14/03/2017 16:06,112
1464,19,747,489,3,cash,26/03/2017 14:07,163
1465,4,766,128,1,debit,22/03/2017 23:36,128
1466,8,971,264,2,debit,19/03/2017 1:06,132
1467,65,710,616,4,credit_card,13/03/2017 7:39,154
1468,7,745,112,1,cash,14/03/2017 2:32,112
1469,83,964,258,2,debit,05/03/2017 18:37,129
1470,15,729,153,1,cash,26/03/2017 14:30,153
1471,90,793,356,2,debit,07/03/2017 2:05,178
1472,42,907,1408,4,debit,12/03/2017 23:00,352
1473,69,922,131,1,debit,24/03/2017 20:49,131
1474,67,773,131,1,debit,04/03/2017 11:47,131
1475,21,815,142,1,cash,30/03/2017 23:26,142
1476,43,842,181,1,cash,17/03/2017 23:03,181
1477,41,894,354,3,credit_card,28/03/2017 12:51,118
1478,34,870,122,1,credit_card,30/03/2017 8:21,122
1479,16,774,156,1,debit,22/03/2017 20:09,156
1480,13,938,480,3,debit,01/03/2017 7:40,160
1481,66,853,161,1,cash,10/03/2017 17:49,161
1482,100,824,222,2,debit,12/03/2017 20:04,111
1483,87,885,447,3,debit,27/03/2017 5:41,149
1484,46,824,332,2,credit_card,26/03/2017 17:43,166
1485,96,702,765,5,credit_card,03/03/2017 20:53,153
1486,45,799,142,1,credit_card,22/03/2017 13:04,142
1487,11,741,184,1,credit_card,11/03/2017 3:04,184
1488,13,739,160,1,credit_card,08/03/2017 12:10,160
1489,73,898,330,2,credit_card,12/03/2017 2:20,165
1490,84,734,153,1,credit_card,30/03/2017 11:34,153
1491,43,995,181,1,cash,08/03/2017 17:17,181
1492,17,734,176,1,cash,28/03/2017 15:24,176
1493,48,894,117,1,credit_card,02/03/2017 3:24,117
1494,18,796,312,2,cash,18/03/2017 2:41,156
1495,7,745,560,5,credit_card,18/03/2017 1:08,112
1496,83,872,258,2,debit,28/03/2017 22:27,129
1497,81,810,531,3,cash,23/03/2017 15:11,177
1498,50,752,386,2,credit_card,25/03/2017 22:29,193
1499,30,784,459,3,debit,17/03/2017 10:27,153
1500,79,781,181,1,debit,01/03/2017 6:38,181
1501,81,824,708,4,cash,06/03/2017 2:04,177
1502,64,988,133,1,credit_card,24/03/2017 20:09,133
1503,35,778,656,4,cash,12/03/2017 12:52,164
1504,11,904,736,4,debit,06/03/2017 23:08,184
1505,40,948,161,1,credit_card,07/03/2017 13:07,161
1506,28,872,328,2,credit_card,12/03/2017 10:18,164
1507,6,996,374,2,debit,17/03/2017 0:53,187
1508,54,874,399,3,credit_card,16/03/2017 4:27,133
1509,53,748,224,2,debit,13/03/2017 6:25,112
1510,12,720,402,2,credit_card,24/03/2017 2:24,201
1511,41,930,354,3,credit_card,02/03/2017 9:10,118
1512,93,969,342,3,credit_card,10/03/2017 1:04,114
1513,42,946,352,1,debit,24/03/2017 13:35,352
1514,26,918,176,1,cash,17/03/2017 16:13,176
1515,31,718,258,2,credit_card,13/03/2017 6:14,129
1516,37,946,568,4,credit_card,27/03/2017 10:57,142
1517,51,761,187,1,debit,27/03/2017 15:01,187
1518,74,931,459,3,debit,18/03/2017 13:11,153
1519,47,710,145,1,cash,15/03/2017 1:41,145
1520,10,906,148,1,debit,11/03/2017 5:05,148
1521,42,756,704,2,debit,22/03/2017 13:10,352
1522,83,847,129,1,debit,23/03/2017 9:15,129
1523,91,761,320,2,debit,27/03/2017 12:22,160
1524,96,892,306,2,cash,08/03/2017 4:41,153
1525,17,785,528,3,credit_card,06/03/2017 15:31,176
1526,16,943,312,2,debit,23/03/2017 22:01,156
1527,53,770,224,2,credit_card,12/03/2017 0:37,112
1528,47,847,145,1,debit,21/03/2017 3:04,145
1529,65,747,616,4,debit,10/03/2017 10:22,154
1530,78,810,51450,2,cash,29/03/2017 7:12,25725
1531,34,792,244,2,cash,03/03/2017 16:02,122
1532,82,909,177,1,debit,25/03/2017 20:38,177
1533,13,778,480,3,cash,10/03/2017 14:05,160
1534,15,955,612,4,debit,15/03/2017 4:27,153
1535,21,777,284,2,cash,09/03/2017 3:51,142
1536,33,881,173,1,credit_card,24/03/2017 8:45,173
1537,50,947,193,1,debit,04/03/2017 0:25,193
1538,43,750,543,3,credit_card,11/03/2017 13:20,181
1539,41,743,236,2,credit_card,14/03/2017 12:24,118
1540,45,897,142,1,credit_card,09/03/2017 7:20,142
1541,79,987,362,2,cash,25/03/2017 17:12,181
1542,6,991,187,1,debit,17/03/2017 18:13,187
1543,35,940,328,2,credit_card,14/03/2017 5:47,164
1544,35,966,492,3,credit_card,25/03/2017 11:24,164
1545,34,794,122,1,credit_card,24/03/2017 11:41,122
1546,19,982,489,3,debit,20/03/2017 0:25,163
1547,1,747,158,1,debit,01/03/2017 1:08,158
1548,38,820,380,2,cash,26/03/2017 23:01,190
1549,56,873,117,1,cash,16/03/2017 12:36,117
1550,13,889,160,1,credit_card,12/03/2017 17:24,160
1551,63,759,408,3,cash,21/03/2017 9:55,136
1552,64,763,399,3,cash,03/03/2017 6:42,133
1553,99,751,195,1,cash,21/03/2017 6:28,195
1554,18,735,312,2,cash,06/03/2017 19:58,156
1555,29,708,489,3,cash,18/03/2017 23:38,163
1556,82,781,531,3,debit,23/03/2017 10:14,177
1557,70,890,692,4,debit,07/03/2017 11:12,173
1558,84,893,153,1,credit_card,04/03/2017 7:08,153
1559,34,974,244,2,credit_card,29/03/2017 3:58,122
1560,30,781,153,1,credit_card,05/03/2017 20:23,153
1561,7,773,448,4,credit_card,18/03/2017 15:12,112
1562,77,980,156,1,debit,10/03/2017 23:12,156
1563,42,607,704000,2000,credit_card,19/03/2017 4:00,352
1564,91,934,960,6,debit,23/03/2017 8:25,160
1565,4,836,128,1,credit_card,08/03/2017 8:15,128
1566,6,871,374,2,credit_card,09/03/2017 8:19,187
1567,100,722,222,2,cash,30/03/2017 17:49,111
1568,12,753,402,2,cash,28/03/2017 14:51,201
1569,91,866,320,2,credit_card,08/03/2017 3:18,160
1570,96,755,306,2,cash,11/03/2017 1:00,153
1571,33,972,519,3,debit,11/03/2017 3:07,173
1572,47,913,435,3,cash,23/03/2017 9:14,145
1573,27,800,169,1,credit_card,05/03/2017 1:09,169
1574,13,787,320,2,debit,13/03/2017 7:10,160
1575,29,976,326,2,credit_card,16/03/2017 6:23,163
1576,47,878,290,2,cash,07/03/2017 22:06,145
1577,73,923,330,2,credit_card,28/03/2017 13:44,165
1578,17,718,704,4,debit,09/03/2017 21:36,176
1579,70,847,173,1,credit_card,03/03/2017 17:52,173
1580,40,727,161,1,credit_card,26/03/2017 7:49,161
1581,71,968,164,1,debit,08/03/2017 1:15,164
1582,47,921,290,2,credit_card,04/03/2017 15:59,145
1583,23,814,312,2,credit_card,21/03/2017 9:12,156
1584,47,933,145,1,cash,22/03/2017 17:31,145
1585,14,759,116,1,debit,21/03/2017 0:32,116
1586,33,863,173,1,cash,01/03/2017 18:34,173
1587,91,968,320,2,credit_card,29/03/2017 16:39,160
1588,13,833,480,3,debit,17/03/2017 4:53,160
1589,69,895,262,2,cash,08/03/2017 18:48,131
1590,2,758,94,1,credit_card,22/03/2017 1:52,94
1591,17,954,176,1,cash,04/03/2017 17:26,176
1592,99,978,195,1,debit,10/03/2017 2:02,195
1593,56,755,351,3,debit,13/03/2017 16:06,117
1594,27,948,338,2,cash,20/03/2017 11:22,169
1595,10,749,592,4,credit_card,29/03/2017 13:24,148
1596,87,739,149,1,debit,16/03/2017 16:19,149
1597,67,793,131,1,credit_card,30/03/2017 10:10,131
1598,1,719,158,1,cash,15/03/2017 23:14,158
1599,53,889,112,1,credit_card,14/03/2017 19:55,112
1600,63,868,272,2,cash,25/03/2017 7:55,136
1601,39,748,268,2,credit_card,23/03/2017 23:22,134
1602,56,944,117,1,credit_card,06/03/2017 1:49,117
1603,42,607,704000,2000,credit_card,17/03/2017 4:00,352
1604,82,800,354,2,credit_card,14/03/2017 20:29,177
1605,43,764,181,1,debit,12/03/2017 21:56,181
1606,75,978,256,2,credit_card,28/03/2017 15:20,128
1607,10,833,296,2,cash,03/03/2017 8:49,148
1608,68,931,136,1,credit_card,09/03/2017 13:06,136
1609,18,864,156,1,credit_card,01/03/2017 22:15,156
1610,10,923,296,2,credit_card,09/03/2017 13:58,148
1611,25,941,260,2,cash,01/03/2017 11:37,130
1612,66,711,161,1,debit,05/03/2017 3:21,161
1613,90,796,712,4,credit_card,20/03/2017 11:36,178
1614,18,792,156,1,credit_card,10/03/2017 7:37,156
1615,65,753,308,2,credit_card,18/03/2017 1:40,154
1616,23,963,156,1,cash,03/03/2017 1:19,156
1617,23,971,312,2,debit,08/03/2017 11:46,156
1618,9,868,118,1,debit,21/03/2017 10:55,118
1619,85,952,344,2,debit,01/03/2017 21:46,172
1620,95,834,336,2,debit,05/03/2017 15:16,168
1621,13,885,160,1,cash,14/03/2017 11:37,160
1622,30,797,306,2,credit_card,18/03/2017 1:14,153
1623,33,845,346,2,debit,25/03/2017 13:57,173
1624,94,885,402,3,debit,13/03/2017 9:05,134
1625,30,969,153,1,credit_card,04/03/2017 21:02,153
1626,9,731,354,3,cash,11/03/2017 16:34,118
1627,96,852,612,4,credit_card,06/03/2017 22:31,153
1628,88,946,176,1,credit_card,08/03/2017 5:56,176
1629,91,982,800,5,debit,10/03/2017 20:05,160
1630,97,967,162,1,cash,21/03/2017 14:36,162
1631,40,712,161,1,credit_card,24/03/2017 18:10,161
1632,88,785,704,4,credit_card,22/03/2017 11:43,176
1633,73,834,330,2,cash,27/03/2017 14:03,165
1634,73,942,330,2,cash,07/03/2017 5:59,165
1635,86,780,390,3,credit_card,28/03/2017 9:12,130
1636,89,919,392,2,cash,28/03/2017 8:14,196
1637,86,798,130,1,credit_card,27/03/2017 6:55,130
1638,57,992,441,3,cash,25/03/2017 13:41,147
1639,38,819,190,1,credit_card,10/03/2017 0:11,190
1640,70,784,692,4,debit,09/03/2017 12:49,173
1641,24,931,280,2,cash,15/03/2017 18:41,140
1642,64,794,399,3,cash,02/03/2017 2:32,133
1643,49,982,387,3,cash,24/03/2017 13:36,129
1644,32,875,101,1,credit_card,17/03/2017 11:03,101
1645,23,858,156,1,debit,17/03/2017 19:23,156
1646,41,710,118,1,cash,28/03/2017 5:56,118
1647,77,735,468,3,debit,25/03/2017 19:37,156
1648,58,807,138,1,cash,06/03/2017 4:32,138
1649,56,789,117,1,cash,20/03/2017 11:23,117
1650,24,798,420,3,cash,06/03/2017 22:37,140
1651,58,743,138,1,cash,22/03/2017 13:53,138
1652,23,783,468,3,debit,20/03/2017 14:49,156
1653,63,883,272,2,credit_card,24/03/2017 23:24,136
1654,61,799,316,2,credit_card,25/03/2017 11:12,158
1655,94,814,268,2,credit_card,11/03/2017 11:08,134
1656,53,966,112,1,cash,12/03/2017 20:19,112
1657,85,860,172,1,debit,24/03/2017 23:55,172
1658,95,730,504,3,cash,17/03/2017 13:02,168
1659,20,762,127,1,credit_card,02/03/2017 6:06,127
1660,92,738,180,2,cash,11/03/2017 18:38,90
1661,40,883,483,3,debit,22/03/2017 19:11,161
1662,94,874,268,2,cash,04/03/2017 17:35,134
1663,36,813,260,2,debit,28/03/2017 2:17,130
1664,85,813,516,3,debit,30/03/2017 3:41,172
1665,36,936,390,3,debit,09/03/2017 15:12,130
1666,15,855,306,2,cash,22/03/2017 5:27,153
1667,96,895,153,1,credit_card,11/03/2017 2:49,153
1668,32,885,101,1,credit_card,28/03/2017 21:40,101
1669,69,714,262,2,debit,02/03/2017 8:16,131
1670,34,797,488,4,credit_card,13/03/2017 7:06,122
1671,77,964,156,1,credit_card,11/03/2017 12:37,156
1672,94,804,536,4,cash,28/03/2017 4:01,134
1673,13,978,640,4,credit_card,10/03/2017 18:19,160
1674,58,749,414,3,debit,21/03/2017 20:27,138
1675,43,785,543,3,cash,20/03/2017 5:25,181
1676,41,924,118,1,debit,05/03/2017 18:19,118
1677,88,779,176,1,credit_card,21/03/2017 18:58,176
1678,31,803,516,4,debit,09/03/2017 3:40,129
1679,100,985,111,1,debit,10/03/2017 4:15,111
1680,58,936,276,2,debit,24/03/2017 6:32,138
1681,6,904,187,1,debit,22/03/2017 0:29,187
1682,40,963,161,1,cash,27/03/2017 8:29,161
1683,62,960,160,1,debit,07/03/2017 9:45,160
1684,25,849,130,1,cash,05/03/2017 11:38,130
1685,34,906,122,1,debit,29/03/2017 14:16,122
1686,34,818,244,2,cash,30/03/2017 23:16,122
1687,74,901,459,3,credit_card,01/03/2017 0:43,153
1688,20,884,254,2,cash,17/03/2017 0:54,127
1689,45,782,142,1,debit,01/03/2017 3:50,142
1690,87,872,149,1,cash,22/03/2017 5:56,149
1691,26,974,176,1,credit_card,18/03/2017 13:23,176
1692,84,766,459,3,debit,09/03/2017 1:39,153
1693,21,732,426,3,debit,24/03/2017 6:54,142
